entry_date,entry_price,entry_fee,signal_date,qty,stop_price,exit_date,exit_price,exit_fee,exit_reason,pnl
2019-05-28,8822.74917,1.7172479473578786,2019-05-27,0.19463864542324721,7795.204000000001,2019-06-04,7791.306398000001,1.5164893233841994,stop,-203.9923612444211
2019-06-18,9306.981165,1.8691268847756008,2019-06-17,0.20083062935645266,8331.432,2019-09-24,8327.266284000001,1.672370128634489,stop,-200.29825315452172
2020-07-28,11131.563,4.2018753722046736,2020-07-27,0.3774739784704694,10623.145999999999,2020-09-03,10617.834427,4.007956203900406,stop,-202.12899988037225
2020-10-22,12945.4695,3.2929685934538435,2020-10-21,0.25437228008252954,12206.9,2022-05-09,34433.7745,8.758997731412665,regime_off,5453.977171633955
2023-10-25,34155.068999999996,4.584069658322401,2023-10-24,0.13421345037605992,31942.54,2026-02-02,77144.50845000001,10.353830656639612,regime_off,5754.823098002248
