Price,Open,High,Low,Close
Ticker,USO,USO,USO,USO
Date,,,,
2006-10-10,432.55999755859375,434.7200012207031,427.2799987792969,429.3599853515625
2006-10-11,429.20001220703125,431.67999267578125,421.20001220703125,421.20001220703125
2006-10-12,422.3999938964844,427.44000244140625,420.1600036621094,427.44000244140625
2006-10-13,429.760009765625,434.8800048828125,428.1600036621094,429.20001220703125
2006-10-16,428.4800109863281,438.3999938964844,424.8800048828125,437.760009765625
2006-10-17,439.9200134277344,439.9200134277344,429.760009765625,431.9200134277344
2006-10-18,429.9200134277344,435.67999267578125,420.3999938964844,422.79998779296875
2006-10-19,424.1600036621094,432.8800048828125,421.2799987792969,431.20001220703125
2006-10-20,431.9200134277344,432.0,420.4800109863281,422.0
2006-10-23,415.6000061035156,419.44000244140625,413.67999267578125,418.9599914550781
2006-10-24,416.6400146484375,424.239990234375,416.32000732421875,422.7200012207031
2006-10-25,423.2799987792969,438.0,422.7200012207031,437.6000061035156
2006-10-26,437.760009765625,438.4800109863281,428.0,429.20001220703125
2006-10-27,431.2799987792969,433.8399963378906,426.7200012207031,432.0
2006-10-30,425.1199951171875,426.239990234375,414.8800048828125,415.8399963378906
2006-10-31,411.5199890136719,418.239990234375,406.55999755859375,416.79998779296875
2006-11-01,417.0400085449219,422.55999755859375,411.6000061035156,416.9599914550781
2006-11-02,413.9200134277344,420.0,410.8800048828125,412.0
2006-11-03,415.9200134277344,422.0,415.20001220703125,421.44000244140625
2006-11-06,420.79998779296875,429.9200134277344,420.79998779296875,427.6000061035156
2006-11-07,426.9599914550781,427.8399963378906,419.6000061035156,420.79998779296875
2006-11-08,420.9599914550781,428.0,420.7200012207031,427.20001220703125
2006-11-09,432.0,436.9599914550781,431.5199890136719,436.0
2006-11-10,433.760009765625,436.0,425.6000061035156,426.3999938964844
2006-11-13,421.3599853515625,423.6000061035156,417.6000061035156,418.79998779296875
2006-11-14,420.3999938964844,422.79998779296875,416.0799865722656,417.1199951171875
2006-11-15,418.79998779296875,424.3999938964844,418.0799865722656,420.0
2006-11-16,422.8800048828125,424.4800109863281,404.0,404.7200012207031
2006-11-17,403.67999267578125,408.55999755859375,402.9599914550781,407.5199890136719
2006-11-20,405.1199951171875,408.0,402.0,407.760009765625
2006-11-21,410.3999938964844,417.760009765625,408.32000732421875,415.8399963378906
2006-11-22,416.1600036621094,417.9200134277344,404.6400146484375,410.4800109863281
2006-11-24,414.0,416.4800109863281,413.20001220703125,414.3999938964844
2006-11-27,413.5199890136719,418.6400146484375,412.79998779296875,418.3999938964844
2006-11-28,420.79998779296875,423.760009765625,418.55999755859375,421.67999267578125
2006-11-29,425.1199951171875,433.44000244140625,424.0,433.1199951171875
2006-11-30,436.1600036621094,441.67999267578125,434.8800048828125,436.6400146484375
2006-12-01,434.3999938964844,441.6000061035156,432.0,440.3999938964844
2006-12-04,435.760009765625,436.32000732421875,429.2799987792969,433.6000061035156
2006-12-05,436.55999755859375,438.32000732421875,427.0400085449219,434.3999938964844
2006-12-06,431.5199890136719,436.239990234375,429.3599853515625,431.1199951171875
2006-12-07,429.760009765625,430.9599914550781,426.8800048828125,430.8800048828125
2006-12-08,434.0799865722656,435.3599853515625,427.20001220703125,428.6400146484375
2006-12-11,424.0,428.1600036621094,421.5199890136719,424.0
2006-12-12,424.32000732421875,426.3999938964844,417.20001220703125,420.3999938964844
2006-12-13,419.2799987792969,424.79998779296875,418.32000732421875,423.0400085449219
2006-12-14,427.9200134277344,430.7200012207031,426.6400146484375,429.8399963378906
2006-12-15,431.8399963378906,434.3999938964844,427.9200134277344,434.3999938964844
2006-12-18,430.6400146484375,430.8800048828125,424.9599914550781,425.2799987792969
2006-12-19,423.6000061035156,433.9200134277344,423.6000061035156,432.0
2006-12-20,432.3999938964844,435.1199951171875,429.5199890136719,432.3999938964844
2006-12-21,430.9599914550781,430.9599914550781,423.1199951171875,426.7200012207031
2006-12-22,426.55999755859375,427.0400085449219,421.67999267578125,423.3599853515625
2006-12-26,425.2799987792969,425.6000061035156,411.44000244140625,413.1199951171875
2006-12-27,414.0,415.5199890136719,409.760009765625,410.79998779296875
2006-12-28,412.239990234375,412.8800048828125,408.3999938964844,410.3999938964844
2006-12-29,408.1600036621094,414.79998779296875,408.0,412.79998779296875
2007-01-03,411.3599853515625,411.3599853515625,393.0400085449219,395.20001220703125
2007-01-04,388.32000732421875,391.20001220703125,377.760009765625,379.1199951171875
2007-01-05,379.20001220703125,383.44000244140625,375.1199951171875,382.6400146484375
2007-01-08,389.760009765625,392.3999938964844,376.0,379.9200134277344
2007-01-09,370.1600036621094,380.0,369.44000244140625,378.3999938964844
2007-01-10,373.1199951171875,374.0,362.8800048828125,362.8800048828125
2007-01-11,362.0,369.1199951171875,352.0799865722656,354.7200012207031
2007-01-12,354.239990234375,360.0,348.0799865722656,357.0400085449219
2007-01-16,353.2799987792969,355.20001220703125,343.2799987792969,346.7200012207031
2007-01-17,343.9200134277344,354.79998779296875,341.6000061035156,353.760009765625
2007-01-18,354.3999938964844,356.79998779296875,340.4800109863281,345.8399963378906
2007-01-19,347.5199890136719,356.0,347.0400085449219,355.44000244140625
2007-01-22,358.55999755859375,364.0799865722656,347.5199890136719,350.7200012207031
2007-01-23,354.8800048828125,366.6400146484375,353.67999267578125,365.20001220703125
2007-01-24,363.760009765625,369.44000244140625,357.67999267578125,368.79998779296875
2007-01-25,369.5199890136719,371.8399963378906,360.79998779296875,362.1600036621094
2007-01-26,364.79998779296875,371.20001220703125,364.3999938964844,370.239990234375
2007-01-29,367.44000244140625,369.44000244140625,359.20001220703125,359.760009765625
2007-01-30,361.9200134277344,380.0,361.9200134277344,378.8800048828125
2007-01-31,377.2799987792969,387.6000061035156,372.0,385.9200134277344
2007-02-01,386.0,392.0,381.1199951171875,382.7200012207031
2007-02-02,385.760009765625,394.7200012207031,380.79998779296875,394.7200012207031
2007-02-05,396.9599914550781,399.6000061035156,390.32000732421875,392.79998779296875
2007-02-06,397.20001220703125,398.32000732421875,390.4800109863281,393.67999267578125
2007-02-07,396.1600036621094,398.3999938964844,382.7200012207031,386.0
2007-02-08,387.9200134277344,400.1600036621094,385.0400085449219,398.0
2007-02-09,400.3999938964844,405.9200134277344,397.67999267578125,399.9200134277344
2007-02-12,394.6400146484375,396.3999938964844,384.9599914550781,386.9599914550781
2007-02-13,389.44000244140625,399.1199951171875,388.7200012207031,394.8800048828125
2007-02-14,393.20001220703125,396.3999938964844,384.6400146484375,387.6000061035156
2007-02-15,387.6000061035156,388.6400146484375,378.3999938964844,386.79998779296875
2007-02-16,389.2799987792969,396.3999938964844,388.32000732421875,394.79998779296875
2007-02-20,386.0799865722656,393.9200134277344,382.7200012207031,389.3599853515625
2007-02-21,390.32000732421875,401.3599853515625,385.9200134277344,398.8800048828125
2007-02-22,398.0,405.6000061035156,395.67999267578125,402.6400146484375
2007-02-23,406.79998779296875,409.44000244140625,401.0400085449219,403.67999267578125
2007-02-26,406.4800109863281,409.20001220703125,402.1600036621094,407.20001220703125
2007-02-27,400.8800048828125,412.32000732421875,399.6000061035156,399.6000061035156
2007-02-28,405.1199951171875,411.20001220703125,399.6000061035156,409.44000244140625
2007-03-01,407.9200134277344,413.44000244140625,402.8800048828125,409.9200134277344
2007-03-02,412.0,413.1199951171875,406.79998779296875,408.0799865722656
2007-03-05,400.239990234375,402.8800048828125,395.0400085449219,396.9599914550781
2007-03-06,402.0,402.8800048828125,397.8399963378906,402.55999755859375
2007-03-07,404.0,411.9200134277344,403.20001220703125,410.32000732421875
2007-03-08,412.4800109863281,412.7200012207031,407.1199951171875,410.32000732421875
2007-03-09,409.6000061035156,409.9200134277344,400.55999755859375,400.8800048828125
2007-03-12,396.79998779296875,398.8800048828125,392.0,394.79998779296875
2007-03-13,397.0400085449219,401.20001220703125,389.3599853515625,391.5199890136719
2007-03-14,392.1600036621094,394.55999755859375,388.8800048828125,393.1199951171875
2007-03-15,394.55999755859375,395.2799987792969,388.0799865722656,389.3599853515625
2007-03-16,391.8399963378906,396.1600036621094,382.239990234375,387.3599853515625
2007-03-19,388.0,392.0,385.6000061035156,389.6000061035156
2007-03-20,388.79998779296875,391.2799987792969,384.55999755859375,387.67999267578125
2007-03-21,388.0,390.55999755859375,384.79998779296875,390.3999938964844
2007-03-22,393.6000061035156,401.6000061035156,393.6000061035156,401.44000244140625
2007-03-23,403.9200134277344,407.1199951171875,402.0,404.55999755859375
2007-03-26,410.4800109863281,411.6000061035156,405.6000061035156,409.3599853515625
2007-03-27,406.0,410.1600036621094,405.0400085449219,409.6000061035156
2007-03-28,415.9200134277344,422.0799865722656,414.0,416.0
2007-03-29,421.1199951171875,431.8399963378906,419.20001220703125,428.9599914550781
2007-03-30,428.0799865722656,433.6000061035156,426.0,426.79998779296875
2007-04-02,428.3999938964844,433.760009765625,424.55999755859375,428.4800109863281
2007-04-03,423.8399963378906,424.55999755859375,416.3999938964844,419.67999267578125
2007-04-04,417.1199951171875,420.8800048828125,413.20001220703125,418.6400146484375
2007-04-05,422.0,422.1600036621094,414.0799865722656,416.0799865722656
2007-04-09,415.67999267578125,416.7200012207031,400.1600036621094,402.79998779296875
2007-04-10,402.239990234375,406.239990234375,402.239990234375,404.8800048828125
2007-04-11,402.6400146484375,410.0,400.0,403.67999267578125
2007-04-12,407.1199951171875,413.67999267578125,406.3999938964844,413.20001220703125
2007-04-13,414.6400146484375,416.32000732421875,411.9200134277344,412.1600036621094
2007-04-16,412.79998779296875,413.8399963378906,405.67999267578125,409.6000061035156
2007-04-17,411.5199890136719,413.3599853515625,401.6000061035156,402.32000732421875
2007-04-18,400.3999938964844,402.8800048828125,396.0,401.1199951171875
2007-04-19,398.9599914550781,399.20001220703125,393.20001220703125,393.760009765625
2007-04-20,395.20001220703125,400.8800048828125,393.9200134277344,400.3999938964844
2007-04-23,400.0799865722656,411.3599853515625,399.760009765625,409.760009765625
2007-04-24,410.4800109863281,413.5199890136719,400.32000732421875,403.1199951171875
2007-04-25,405.6000061035156,411.3599853515625,403.2799987792969,410.55999755859375
2007-04-26,408.1600036621094,414.239990234375,404.55999755859375,407.5199890136719
2007-04-27,404.8800048828125,415.760009765625,404.239990234375,414.7200012207031
2007-04-30,412.79998779296875,415.67999267578125,408.3999938964844,409.9200134277344
2007-05-01,408.9599914550781,413.0400085449219,401.20001220703125,402.8800048828125
2007-05-02,400.9599914550781,401.760009765625,393.8399963378906,396.7200012207031
2007-05-03,394.79998779296875,396.8800048828125,391.8399963378906,394.239990234375
2007-05-04,395.20001220703125,395.8399963378906,384.8800048828125,386.3999938964844
2007-05-07,382.79998779296875,386.0,380.32000732421875,384.4800109863281
2007-05-08,385.2799987792969,390.7200012207031,382.4800109863281,389.1199951171875
2007-05-09,388.4800109863281,389.0400085449219,379.1199951171875,384.0799865722656
2007-05-10,388.0,388.8800048828125,382.55999755859375,385.20001220703125
2007-05-11,388.1600036621094,390.6400146484375,385.760009765625,388.55999755859375
2007-05-14,390.8800048828125,391.44000244140625,386.3999938964844,388.4800109863281
2007-05-15,387.2799987792969,393.44000244140625,387.1199951171875,391.9200134277344
2007-05-16,389.67999267578125,390.6400146484375,384.4800109863281,388.239990234375
2007-05-17,390.239990234375,401.760009765625,389.9200134277344,401.2799987792969
2007-05-18,401.1199951171875,404.4800109863281,399.760009765625,400.79998779296875
2007-05-21,401.44000244140625,408.239990234375,397.3599853515625,406.55999755859375
2007-05-22,403.44000244140625,405.2799987792969,398.32000732421875,399.3599853515625
2007-05-23,398.4800109863281,402.7200012207031,396.0799865722656,401.3599853515625
2007-05-24,399.9200134277344,400.6400146484375,388.7200012207031,391.44000244140625
2007-05-25,395.67999267578125,397.2799987792969,391.20001220703125,396.0
2007-05-29,390.0,391.20001220703125,381.0400085449219,387.20001220703125
2007-05-30,385.6000061035156,389.20001220703125,385.2799987792969,385.67999267578125
2007-05-31,385.20001220703125,391.67999267578125,380.6400146484375,391.67999267578125
2007-06-01,393.0400085449219,397.5199890136719,390.8800048828125,395.67999267578125
2007-06-04,395.6000061035156,405.20001220703125,395.6000061035156,402.79998779296875
2007-06-05,399.2799987792969,403.44000244140625,397.8399963378906,400.1600036621094
2007-06-06,399.9200134277344,404.1600036621094,397.6000061035156,402.4800109863281
2007-06-07,402.0799865722656,409.9200134277344,402.0799865722656,405.20001220703125
2007-06-08,399.0400085449219,401.9200134277344,392.32000732421875,392.4800109863281
2007-06-11,395.20001220703125,400.3999938964844,392.8800048828125,398.7200012207031
2007-06-12,398.0,398.7200012207031,393.8399963378906,396.4800109863281
2007-06-13,396.0799865722656,403.2799987792969,394.0799865722656,400.7200012207031
2007-06-14,405.20001220703125,410.55999755859375,404.7200012207031,408.79998779296875
2007-06-15,410.0799865722656,413.2799987792969,408.3999938964844,412.239990234375
2007-06-18,411.3599853515625,418.4800109863281,409.5199890136719,417.1199951171875
2007-06-19,415.760009765625,420.6400146484375,414.1600036621094,416.9599914550781
2007-06-20,416.0799865722656,418.3999938964844,406.79998779296875,412.3999938964844
2007-06-21,419.3599853515625,419.3599853515625,410.4800109863281,412.79998779296875
2007-06-22,415.67999267578125,417.8399963378906,412.8800048828125,415.1199951171875
2007-06-25,406.8800048828125,417.8399963378906,406.0799865722656,415.67999267578125
2007-06-26,412.9599914550781,413.0400085449219,406.9599914550781,408.9599914550781
2007-06-27,405.2799987792969,417.20001220703125,403.8399963378906,415.0400085449219
2007-06-28,421.20001220703125,423.9200134277344,418.0,419.760009765625
2007-06-29,423.20001220703125,427.6000061035156,421.3599853515625,424.0
2007-07-02,421.6000061035156,428.6400146484375,418.8800048828125,428.239990234375
2007-07-03,426.32000732421875,428.32000732421875,425.6000061035156,428.32000732421875
2007-07-05,433.6000061035156,435.44000244140625,426.4800109863281,433.20001220703125
2007-07-06,437.2799987792969,439.20001220703125,434.79998779296875,437.44000244140625
2007-07-09,438.0,440.0799865722656,433.760009765625,434.79998779296875
2007-07-10,434.3999938964844,440.0,433.44000244140625,437.760009765625
2007-07-11,436.3999938964844,440.0,434.9599914550781,437.2799987792969
2007-07-12,441.3599853515625,444.79998779296875,433.67999267578125,437.9200134277344
2007-07-13,441.1199951171875,445.0400085449219,440.79998779296875,444.32000732421875
2007-07-16,445.3599853515625,447.67999267578125,442.8800048828125,446.0799865722656
2007-07-17,449.20001220703125,452.4800109863281,442.239990234375,445.1199951171875
2007-07-18,447.20001220703125,453.20001220703125,445.3599853515625,452.6400146484375
2007-07-19,454.79998779296875,457.3599853515625,449.760009765625,456.6400146484375
2007-07-20,457.0400085449219,458.32000732421875,453.0400085449219,456.0
2007-07-23,449.6000061035156,451.1199951171875,447.1199951171875,451.0400085449219
2007-07-24,442.7200012207031,444.32000732421875,438.1600036621094,441.2799987792969
2007-07-25,444.3999938964844,459.5199890136719,440.4800109863281,459.5199890136719
2007-07-26,463.44000244140625,463.5199890136719,448.32000732421875,449.760009765625
2007-07-27,452.79998779296875,463.5199890136719,449.6000061035156,461.9200134277344
2007-07-30,463.6000061035156,464.8800048828125,457.1199951171875,460.0
2007-07-31,464.0,470.6400146484375,462.79998779296875,468.239990234375
2007-08-01,468.0,473.6000061035156,457.5199890136719,462.0799865722656
2007-08-02,460.55999755859375,465.67999267578125,458.7200012207031,461.6000061035156
2007-08-03,462.32000732421875,462.55999755859375,451.5199890136719,451.5199890136719
2007-08-06,444.0,444.7200012207031,431.0400085449219,433.6000061035156
2007-08-07,432.32000732421875,436.9599914550781,428.239990234375,434.8800048828125
2007-08-08,433.2799987792969,439.6000061035156,432.0799865722656,434.1600036621094
2007-08-09,425.8399963378906,433.1199951171875,424.7200012207031,430.239990234375
2007-08-10,422.7200012207031,430.4800109863281,421.5199890136719,429.1199951171875
2007-08-13,435.6000061035156,438.79998779296875,426.9599914550781,430.79998779296875
2007-08-14,433.44000244140625,434.7200012207031,428.32000732421875,433.8399963378906
2007-08-15,437.67999267578125,445.9200134277344,435.8399963378906,441.0400085449219
2007-08-16,438.6400146484375,438.6400146484375,421.8399963378906,428.6400146484375
2007-08-17,434.3999938964844,437.9200134277344,430.0,432.239990234375
2007-08-20,427.1199951171875,429.44000244140625,421.8399963378906,428.32000732421875
2007-08-21,426.8800048828125,431.3599853515625,415.67999267578125,419.44000244140625
2007-08-22,421.6000061035156,424.1600036621094,414.0799865722656,418.79998779296875
2007-08-23,421.0400085449219,422.1600036621094,416.4800109863281,421.20001220703125
2007-08-24,423.760009765625,430.1600036621094,423.2799987792969,429.1199951171875
2007-08-27,426.3999938964844,435.44000244140625,423.67999267578125,434.6400146484375
2007-08-28,434.1600036621094,436.0799865722656,429.760009765625,432.239990234375
2007-08-29,436.0,444.3999938964844,436.0,444.3999938964844
2007-08-30,442.0,445.1199951171875,439.3599853515625,444.0
2007-08-31,448.239990234375,449.2799987792969,444.32000732421875,446.239990234375
2007-09-04,447.67999267578125,454.3999938964844,447.44000244140625,454.0
2007-09-05,452.0799865722656,458.4800109863281,451.67999267578125,458.0799865722656
2007-09-06,463.6000061035156,467.5199890136719,454.9599914550781,461.0400085449219
2007-09-07,460.3999938964844,464.0,456.79998779296875,462.0799865722656
2007-09-10,457.760009765625,472.239990234375,457.3599853515625,470.32000732421875
2007-09-11,467.44000244140625,472.239990234375,463.6000061035156,471.67999267578125
2007-09-12,473.67999267578125,482.3999938964844,472.9599914550781,480.0
2007-09-13,478.6400146484375,482.9599914550781,477.0400085449219,481.3599853515625
2007-09-14,480.9599914550781,484.55999755859375,476.239990234375,478.32000732421875
2007-09-17,478.1600036621094,486.7200012207031,477.5199890136719,485.3599853515625
2007-09-18,485.1199951171875,497.2799987792969,483.67999267578125,496.3999938964844
2007-09-19,495.44000244140625,497.9200134277344,489.44000244140625,494.55999755859375
2007-09-20,495.2799987792969,502.239990234375,492.32000732421875,501.20001220703125
2007-09-21,502.239990234375,504.8800048828125,494.3999938964844,497.1199951171875
2007-09-24,495.8399963378906,500.79998779296875,493.1199951171875,494.55999755859375
2007-09-25,488.4800109863281,490.4800109863281,484.7200012207031,488.55999755859375
2007-09-26,493.2799987792969,495.8399963378906,481.44000244140625,493.6000061035156
2007-09-27,501.0400085449219,509.760009765625,498.7200012207031,507.5199890136719
2007-09-28,511.67999267578125,514.0,499.3599853515625,500.3999938964844
2007-10-01,498.1600036621094,499.5199890136719,488.0799865722656,492.7200012207031
2007-10-02,488.3999938964844,493.20001220703125,484.55999755859375,493.0400085449219
2007-10-03,494.32000732421875,496.55999755859375,488.79998779296875,490.32000732421875
